pincode,state,district,bio_age_5_17,bio_age_17_,demo_age_5_17,demo_age_17_,age_0_5,age_5_17,age_18_greater
416221,Maharashtra,Kolhapur,1208,1484,41,1355,73,3,0
416223,Maharashtra,Kolhapur,896,805,21,976,33,0,0
416229,Maharashtra,Kolhapur,2046,2876,117,2958,129,18,1
416230,Maharashtra,Kolhapur,1075,2042,66,1569,86,9,1
416231,Maharashtra,Kolhapur,167,161,6,143,13,2,0
416232,Maharashtra,Kolhapur,577,527,31,480,27,3,0
416234,Maharashtra,Kolhapur,983,974,82,1029,52,10,1
416235,Maharashtra,Kolhapur,1487,1364,57,1580,86,7,3
416236,Maharashtra,Kolhapur,357,590,10,205,13,3,0
416301,Maharashtra,Sangli,2208,3868,84,1478,144,55,0
416302,Maharashtra,Sangli,1120,1868,29,541,45,7,1
416303,Maharashtra,Sangli,1005,1697,21,584,41,6,0
416304,Maharashtra,Sangli,738,759,24,344,38,3,0
416305,Maharashtra,Sangli,423,477,14,360,24,1,0
416306,Maharashtra,Sangli,1014,1105,37,606,73,6,0
416307,Maharashtra,Sangli,378,436,7,286,20,2,0
416308,Maharashtra,Sangli,1474,1466,39,930,36,3,1
416309,Maharashtra,Sangli,998,1078,25,785,19,4,0
416310,Maharashtra,Sangli,1996,1576,47,963,35,7,0
416311,Maharashtra,Sangli,1014,2050,29,1313,47,9,0
416312,Maharashtra,Sangli,4286,5405,156,4168,143,18,0
416313,Maharashtra,Sangli,997,1711,21,452,55,7,0
416314,Maharashtra,Sangli,654,837,25,600,26,6,0
416315,Maharashtra,Sangli,333,472,7,278,21,2,0
416316,Maharashtra,Sangli,478,649,8,211,19,1,0
416319,Maharashtra,Sangli,0,2,0,0,0,0,0
416321,Maharashtra,Sangli,0,1,0,0,0,0,0
416401,Maharashtra,Sangli,694,766,11,1058,43,8,0
416402,Maharashtra,Sangli,1194,2040,45,2131,68,26,0
416403,Maharashtra,Sangli,7064,13476,212,11144,384,132,8
416404,Maharashtra,Sangli,5210,5564,243,8805,621,223,16
416405,Maharashtra,Sangli,2320,4421,119,3835,109,30,0
416406,Maharashtra,Sangli,671,537,20,324,12,4,0
416407,Maharashtra,Sangli,999,1175,34,772,35,7,0
416408,Maharashtra,Sangli,911,1181,23,1235,33,8,1
416409,Maharashtra,Sangli,679,1242,13,283,27,5,0
416410,Maharashtra,Sangli,8291,11921,306,5610,1113,451,45
416411,Maharashtra,Sangli,508,842,34,784,32,5,0
416412,Maharashtra,Sangli,2230,2696,143,6724,309,234,26
416413,Maharashtra,Sangli,2336,3608,110,4203,300,179,21
416414,Maharashtra,Sangli,345,359,10,146,4,4,0
416415,Maharashtra,Sangli,680,949,33,625,24,7,0
416416,Maharashtra,Sangli,12288,13146,615,9510,504,120,3
416417,Maharashtra,Sangli,403,481,4,192,14,5,1
416418,Maharashtra,Sangli,537,719,25,1023,46,12,0
416419,Maharashtra,Sangli,631,775,17,571,21,3,0
416420,Maharashtra,Sangli,350,490,7,289,18,6,0
416422,Maharashtra,Sangli,70,125,4,125,5,0,0
416423,0,0,0,0,0,1,0,0,0
416436,Maharashtra,Sangli,1600,1436,49,490,59,13,0
416501,Maharashtra,Kolhapur,1195,1489,18,710,57,2,1
416502,Maharashtra,Kolhapur,2251,2955,105,2265,149,5,1
416503,Maharashtra,Kolhapur,601,835,25,866,58,1,0
416504,Maharashtra,Kolhapur,968,1161,28,1111,57,0,0
416505,Maharashtra,Kolhapur,1923,2203,57,1839,97,4,0
416506,Maharashtra,Kolhapur,879,1582,53,1839,49,3,0
416507,Maharashtra,Kolhapur,2499,3576,74,1009,114,10,1
416508,Maharashtra,Kolhapur,1612,2367,68,899,82,1,0
416509,Maharashtra,Kolhapur,2454,3817,102,1311,97,7,1
416510,Maharashtra,Sindhudurg,2909,2450,145,2941,160,7,7
416511,Maharashtra,Sindhudurg,646,974,46,1094,34,1,1
416512,Maharashtra,Sindhudurg,849,1045,20,742,38,0,0
416513,Maharashtra,Sindhudurg,51,38,7,99,5,0,1
416514,Maharashtra,Sindhudurg,395,492,12,525,22,0,0
416515,Maharashtra,Sindhudurg,70,84,4,73,3,0,0
416516,Maharashtra,Sindhudurg,682,613,31,741,31,1,0
416517,Maharashtra,Sindhudurg,45,44,2,143,8,1,0
416518,Maharashtra,Sindhudurg,241,345,21,583,27,0,0
416519,Maharashtra,Sindhudurg,731,1017,17,547,44,0,2
416520,Maharashtra,Sindhudurg,1690,2124,97,1988,94,5,4
416521,Maharashtra,Sindhudurg,283,486,9,140,14,0,0
416522,Maharashtra,Sindhudurg,162,220,11,266,11,2,0
416523,Maharashtra,Sindhudurg,143,87,6,274,7,0,0
416524,Maharashtra,Sindhudurg,164,207,4,182,11,0,0
416525,Maharashtra,Sindhudurg,171,143,10,113,6,2,0
416526,Maharashtra,Kolhapur,905,723,37,460,37,2,0
416527,Maharashtra,Kolhapur,118,154,10,40,3,0,0
416528,Maharashtra,Sindhudurg,254,258,9,122,12,1,0
416529,Maharashtra,Sindhudurg,282,665,8,201,13,0,1
416531,Maharashtra,Sindhudurg,240,222,14,284,9,0,0
416534,Maharashtra,Sindhudurg,212,336,15,71,9,1,0
416549,Maharashtra,Sindhudurg,193,298,4,275,12,1,0
416550,Maharashtra,Sindhudurg,4,0,0,2,0,0,0
416551,Maharashtra,Kolhapur,603,1245,17,902,33,1,0
416552,Maharashtra,Kolhapur,745,1350,29,401,30,6,0
416601,Maharashtra,Sindhudurg,763,746,35,1518,30,1,0
416602,Maharashtra,Sindhudurg,1577,1570,119,2414,77,5,0
416603,Maharashtra,Sindhudurg,384,492,5,406,15,4,0
416604,Maharashtra,Sindhudurg,432,634,5,234,17,0,0
416605,Maharashtra,Sindhudurg,135,241,3,147,11,0,0
416606,Maharashtra,Sindhudurg,935,1235,53,841,45,1,3
416608,Maharashtra,Sindhudurg,166,276,10,398,9,0,3
416609,Maharashtra,Sindhudurg,335,279,10,619,16,0,0
416610,Maharashtra,Sindhudurg,311,740,13,176,20,1,0
416611,Maharashtra,Sindhudurg,520,1731,15,321,25,0,0
416612,Maharashtra,Sindhudurg,563,943,21,818,23,2,0
416613,Maharashtra,Sindhudurg,283,571,18,246,10,0,0
416614,Maharashtra,Sindhudurg,290,407,14,436,18,3,0
416615,Maharashtra,Sindhudurg,42,93,6,110,3,0,0
416616,Maharashtra,Sindhudurg,205,356,9,312,19,0,0
416620,Maharashtra,Sindhudurg,140,151,8,224,7,0,0
416623,Maharashtra,Sindhudurg,112,112,6,141,7,0,0
416626,Maharashtra,Sindhudurg,65,49,4,64,2,1,0
416628,Maharashtra,Sindhudurg,119,85,6,214,4,0,0
416630,Maharashtra,Sindhudurg,140,312,22,297,11,0,0
416632,Maharashtra,Sindhudurg,133,215,4,101,11,0,0
416701,Maharashtra,Ratnagiri,1576,2590,65,923,88,5,0
416702,Maharashtra,Ratnagiri,2508,3458,250,5137,113,8,0
416703,Maharashtra,Ratnagiri,860,1188,44,1632,96,20,0
416704,Maharashtra,Ratnagiri,2572,3364,54,3200,120,8,0
416705,Maharashtra,Ratnagiri,501,657,21,737,18,3,0
416707,Maharashtra,Ratnagiri,465,340,14,408,14,1,0
416709,Maharashtra,Ratnagiri,144,48,11,233,5,0,0
416712,Maharashtra,Ratnagiri,1350,1804,44,1017,58,4,0
416713,Maharashtra,Ratnagiri,306,439,39,545,10,1,0
416801,Maharashtra,Sindhudurg,576,471,19,554,23,5,0
416803,Maharashtra,Sindhudurg,35,53,1,137,5,0,0
416804,Maharashtra,Sindhudurg,289,214,16,351,10,0,0
416805,Maharashtra,Sindhudurg,229,380,14,524,10,0,0
416806,Maharashtra,Sindhudurg,96,62,8,259,7,0,0
416807,Maharashtra,Sindhudurg,74,52,7,218,9,0,0
416810,Maharashtra,Sindhudurg,695,787,69,1615,55,7,0
416811,Maharashtra,Sindhudurg,317,446,22,653,15,0,0
416812,Maharashtra,Sindhudurg,484,645,15,216,13,2,0
421001,Maharashtra,Thane,2125,4451,173,2319,120,61,4
421002,Maharashtra,Thane,3777,7171,307,5317,274,109,4
421003,Maharashtra,Thane,53,311,15,501,26,12,2
421004,Maharashtra,Thane,2982,5256,265,3909,326,87,19
421005,Maharashtra,Thane,1432,3120,155,2494,124,45,4
421101,Maharashtra,Thane,1068,1504,91,1353,74,23,1
421102,Maharashtra,Thane,1546,2994,291,3086,194,117,9
421103,Maharashtra,Thane,431,769,76,931,35,6,1
421201,Maharashtra,Thane,4809,9831,751,7710,432,185,5
421202,Maharashtra,Thane,3922,6317,635,6614,364,132,1
421203,Maharashtra,Thane,1075,1897,189,2247,138,79,3
421204,Maharashtra,Thane,3290,6262,962,9256,406,157,3
421301,Maharashtra,Thane,15981,22399,2582,23499,2390,882,39
421302,Maharashtra,Thane,17948,32031,4964,56402,5138,2538,120
421303,Maharashtra,Palghar,21840,17748,1040,27936,2140,876,56
421304,Maharashtra,Thane,0,18,0,15,2,1,0
421305,Maharashtra,Thane,3876,6055,280,4120,327,130,8
421306,Maharashtra,Thane,8053,14714,2627,20738,1335,784,30
421308,Maharashtra,Thane,1992,3340,142,2186,173,50,6
421311,Maharashtra,Thane,2268,3796,171,2174,266,104,10
421312,Maharashtra,Palghar,8108,8932,556,12508,616,280,0
421401,Maharashtra,Thane,3226,4479,328,12131,270,73,5
421402,Maharashtra,Thane,949,1461,60,3648,93,33,2
421403,Maharashtra,Thane,1594,1511,90,2837,148,28,0
421501,Maharashtra,Thane,3799,6356,477,5878,861,427,83
421502,Maharashtra,Thane,345,561,20,224,22,5,0
421503,Maharashtra,Thane,7093,11028,864,9923,1609,1003,108
421505,Maharashtra,Thane,1873,2144,218,2344,129,38,1
421506,Maharashtra,Thane,132,151,21,265,20,7,1
421601,Maharashtra,Thane,4363,4727,373,9892,436,89,3
421602,Maharashtra,Thane,1874,3067,67,2091,173,85,1
421603,Maharashtra,Thane,231,339,11,369,23,8,0
421604,Maharashtra,Thane,4,149,1,175,5,1,0
421605,Maharashtra,Thane,1833,2463,352,3796,236,147,3
422001,Maharashtra,Nashik,3043,4764,262,2856,205,58,3
422002,Maharashtra,Nashik,734,1346,35,606,51,10,0
422003,Maharashtra,Nashik,10671,17910,1889,16516,1113,458,17
422004,Maharashtra,Nashik,2258,4653,110,1134,86,38,1
422005,Maharashtra,Nashik,546,980,44,368,48,14,0
422006,Maharashtra,Nashik,2351,3886,191,1396,188,55,1
422007,Maharashtra,Nashik,4199,9044,277,4054,327,74,0
422008,Maharashtra,Nashik,1712,2578,195,1679,111,21,0
422009,Maharashtra,Nashik,5819,9176,575,5682,345,105,2
422010,Maharashtra,Nashik,5694,8265,705,5849,293,109,2
422011,Maharashtra,Nashik,1386,2507,274,1734,97,24,0
422012,Maharashtra,Nashik,3250,4934,296,2863,160,69,1
422013,Maharashtra,Nashik,1040,2130,126,1126,75,27,1
422101,Maharashtra,Nashik,6726,12452,717,5883,444,112,6
422102,Maharashtra,Nashik,1499,2869,104,1523,87,15,5
422103,Maharashtra,Nashik,5603,8230,378,9723,649,209,40
422104,Maharashtra,Nashik,933,1314,67,1671,71,18,8
422105,Maharashtra,Nashik,456,806,12,268,30,6,0
422112,Maharashtra,Nashik,435,424,20,399,15,1,1
422113,Maharashtra,Nashik,63,67,0,73,5,1,4
422201,Maharashtra,Nashik,593,893,14,182,32,6,0
422202,Maharashtra,Nashik,4408,8634,157,3993,139,14,0
422203,Maharashtra,Nashik,3759,7502,155,3795,205,74,3
422204,Maharashtra,Nashik,2822,10440,125,6085,197,26,2
422205,Maharashtra,Nashik,1245,1998,40,1566,45,7,0
422206,Maharashtra,Nashik,1194,2610,83,1350,54,6,2
422207,Maharashtra,Nashik,1628,2357,103,795,78,14,1
422208,Maharashtra,Nashik,3871,10871,149,2915,284,60,0
422209,Maharashtra,Nashik,2960,5030,295,5132,363,65,18
422210,Maharashtra,Nashik,1650,3109,38,873,93,25,0
422211,Maharashtra,Nashik,4742,12352,248,8807,300,73,0
422212,Maharashtra,Nashik,1755,4700,113,3411,150,73,1
422213,Maharashtra,Nashik,1153,2147,65,834,91,14,1
422214,Maharashtra,Nashik,132,300,5,94,26,3,0
422215,Maharashtra,Nashik,2179,3989,83,2601,67,6,0
422221,Maharashtra,Nashik,9,9,2,15,0,0,0
422222,Maharashtra,Nashik,718,1150,73,785,50,10,0
422301,Maharashtra,Nashik,343,698,11,216,16,5,0
422302,Maharashtra,Nashik,909,1936,28,555,51,10,0
422303,Maharashtra,Nashik,2217,4327,158,3063,216,74,15
422304,Maharashtra,Nashik,1407,2407,39,624,46,16,0
422305,Maharashtra,Nashik,2395,2986,96,2165,99,28,1
422306,Maharashtra,Nashik,2624,4041,83,1027,94,17,1
422308,Maharashtra,Nashik,532,1416,20,525,43,5,1
422401,Maharashtra,Nashik,1415,2285,135,1292,81,12,1
422402,Maharashtra,Nashik,4290,8880,162,4062,325,36,1
422403,Maharashtra,Nashik,5403,9197,190,5125,398,60,0
422501,Maharashtra,Nashik,4,9,2,17,1,0,0
422502,Maharashtra,Nashik,2337,3043,173,2519,145,26,1
422601,Maharashtra,Ahmadnagar,11766,24525,310,6940,1944,234,24
422602,Maharashtra,Ahmadnagar,1845,2757,20,2526,198,42,12
422603,Maharashtra,Ahmadnagar,7182,10254,188,5236,444,42,18
422604,Maharashtra,Ahmadnagar,18828,52116,384,12332,1842,462,18
422605,Maharashtra,Ahilyanagar,56016,65010,1872,37524,4473,1278,180
422606,Maharashtra,Nashik,1638,2119,134,2371,114,26,7
422608,Maharashtra,Ahmadnagar,3609,5130,120,1818,240,12,0
422610,Maharashtra,Ahmadnagar,24183,35253,438,15732,852,132,6
422611,Maharashtra,Ahmadnagar,8340,15942,148,4844,876,144,0
422620,Maharashtra,Ahmadnagar,14040,15840,276,15822,690,132,36
422622,Maharashtra,Ahmadnagar,11508,12414,216,11512,990,228,12
423101,Maharashtra,Nashik,3654,5056,164,3773,257,42,0
423102,Maharashtra,Nashik,2858,3842,258,4810,152,31,1
423104,Maharashtra,Nashik,5870,7826,306,5676,388,67,1
423105,Maharashtra,Nashik,4805,7290,245,4441,281,116,2
423106,Maharashtra,Nashik,5672,10718,192,6749,346,122,1
423107,Maharashtra,Ahmadnagar,20142,25518,648,10916,1152,216,42
423108,Maharashtra,Nashik,765,1405,32,685,46,11,0
423109,Maharashtra,Ahilyanagar,8904,12303,390,7569,936,216,135
423110,Maharashtra,Nashik,730,794,45,1544,71,13,0
423111,Maharashtra,Nashik,1082,2288,41,855,57,4,0
423117,Maharashtra,Nashik,1180,1679,25,1581,49,13,0
423201,Maharashtra,Nashik,1301,2223,77,1328,100,15,1
423202,Maharashtra,Nashik,446,712,13,344,28,9,0
423203,Maharashtra,Nashik,28502,29968,2242,19838,3690,2291,77
423204,Maharashtra,Nashik,2076,3938,68,2187,110,39,0
423205,Maharashtra,Nashik,2350,4051,74,2018,126,47,2
423206,Maharashtra,Nashik,1846,3929,85,3528,107,45,1
423208,Maharashtra,Nashik,1692,1782,103,2765,103,46,1
423212,Maharashtra,Nashik,1779,3100,88,2452,380,182,19
423213,Maharashtra,Nashik,1308,1950,66,1680,88,18,0
423301,Maharashtra,Nashik,7189,10516,491,10213,459,117,1
423302,Maharashtra,Nashik,1970,4156,106,2317,139,46,0
423303,Maharashtra,Nashik,1018,1526,49,753,53,7,0
423401,Maharashtra,Nashik,5090,7600,336,8376,413,119,45
423402,Maharashtra,Nashik,1240,1342,58,1980,55,16,0
423403,Maharashtra,Nashik,1286,3379,54,2091,79,29,0
423501,Maharashtra,Nashik,3863,10281,143,2968,219,56,4
423502,Maharashtra,Nashik,3648,10176,113,2848,189,54,0
423601,Maharashtra,Ahilyanagar,25296,24624,1278,41406,2178,756,36
423602,Maharashtra,Ahmadnagar,3736,4420,86,4902,98,44,0
423603,Maharashtra,Ahmadnagar,3626,2908,88,2721,180,54,0
423604,Maharashtra,Ahmadnagar,409,403,16,829,25,18,0
423605,Maharashtra,Ahmadnagar,3213,2760,53,1363,132,30,0
423607,Maharashtra,Ahmadnagar,496,478,9,606,26,22,0
423701,Maharashtra,Aurangabad,17684,32684,1128,41192,1148,544,4
423702,Maharashtra,Aurangabad,9204,21800,552,12536,672,292,0
423703,Maharashtra,Aurangabad,4596,10824,184,7460,288,128,0
424001,Maharashtra,Dhule,8583,9425,1198,10489,870,242,9
424002,Maharashtra,Dhule,4783,7994,335,3492,337,204,24
424004,Maharashtra,Dhule,86,91,12,84,11,1,0
424005,Maharashtra,Dhule,1225,1602,74,610,98,41,0
424006,Maharashtra,Dhule,1586,3581,55,602,102,96,5
424101,Maharashtra,Jalgaon,7188,16263,607,10612,467,226,8
424102,Maharashtra,Jalgaon,710,2146,40,1321,45,17,0
424103,Maharashtra,Jalgaon,1205,3651,57,1693,98,27,0
424104,Maharashtra,Jalgaon,1268,2704,59,1920,67,34,0
424105,Maharashtra,Jalgaon,2552,7175,147,3115,202,46,1
424106,Maharashtra,Jalgaon,2073,5397,163,3943,150,64,0
424107,Maharashtra,Jalgaon,405,1104,21,601,39,15,0
424108,Maharashtra,Jalgaon,1206,3796,73,2246,92,86,1
424109,Maharashtra,Nashik,1130,2209,55,1318,74,32,0
424116,Maharashtra,Jalgaon,1144,2900,65,1649,60,28,0
424201,Maharashtra,Jalgaon,4898,10593,284,3452,344,111,3
424202,Maharashtra,Jalgaon,2016,3044,71,1152,103,42,0
424203,Maharashtra,Jalgaon,980,2336,36,628,60,3,0
424204,Maharashtra,Jalgaon,1716,3423,112,2473,69,13,1
424205,Maharashtra,Jalgaon,1937,3139,86,2458,100,7,0
424206,Maharashtra,Jalgaon,6323,9351,164,11292,286,44,2
424207,Maharashtra,Jalgaon,1926,3275,25,1696,76,6,1
424209,Maharashtra,Jalgaon,1340,2713,53,1977,79,13,0
424301,Maharashtra,Dhule,1470,2689,78,1128,126,99,11
424302,Maharashtra,Dhule,1621,3940,28,654,83,116,14
424303,Maharashtra,Dhule,1085,2619,22,369,71,63,8
424304,Maharashtra,Dhule,6479,18943,311,5240,892,648,160
424305,Maharashtra,Dhule,3287,7945,82,1862,433,327,55
424306,Maharashtra,Dhule,5874,16568,199,6446,742,381,116
424307,Maharashtra,Dhule,1970,4055,45,794,170,143,4
424308,Maharashtra,Dhule,1492,3367,69,1197,101,111,14
424309,Maharashtra,Dhule,919,2068,39,984,84,92,1
424310,Maharashtra,Dhule,922,2630,34,994,67,36,4
424311,Maharashtra,Dhule,2048,3426,99,2142,158,203,7
424318,Maharashtra,Dhule,596,1118,27,459,52,28,1
425001,Maharashtra,Jalgaon,13225,16093,1574,11534,2200,474,105
425002,Maharashtra,Jalgaon,5912,8465,308,3187,611,155,25
425003,Maharashtra,Jalgaon,1823,2887,88,940,138,34,4
425101,Maharashtra,Jalgaon,561,580,9,164,26,2,0
425102,Maharashtra,Jalgaon,502,511,9,140,20,2,0
425103,Maharashtra,Jalgaon,2754,5419,175,2724,143,23,1
425104,Maharashtra,Jalgaon,908,2348,40,1015,47,22,0
425105,Maharashtra,Jalgaon,3385,5502,186,3821,192,52,0
425106,Maharashtra,Jalgaon,1,0,0,0,0,0,0
425107,Maharashtra,Jalgaon,7661,12992,252,6476,577,179,21
425108,Maharashtra,Jalgaon,1265,1820,33,1495,34,18,0
425109,Maharashtra,Jalgaon,3268,7157,96,3321,171,84,1
425110,Maharashtra,Jalgaon,2056,4150,87,1832,96,9,0
425111,Maharashtra,Jalgaon,4663,13573,202,4964,373,99,6
425112,Maharashtra,Jalgaon,137,331,7,139,4,3,0
425113,Maharashtra,Jalgaon,949,2024,13,440,29,17,1
425114,Maharashtra,Jalgaon,2015,3704,48,627,75,7,0
425115,Maharashtra,Jalgaon,1238,1504,104,1828,94,21,0
425116,Maharashtra,Jalgaon,1079,1094,63,1827,98,15,1
425121,Maharashtra,Jalgaon,0,5,0,2,0,1,0
425127,Maharashtra,Jalgaon,1653,4019,35,2225,85,8,5
425201,Maharashtra,Jalgaon,6829,6210,620,6529,330,49,2
425203,Maharashtra,Jalgaon,545,605,20,359,32,3,0
425301,Maharashtra,Jalgaon,3052,6651,80,1312,306,99,11
425302,Maharashtra,Jalgaon,2938,5645,98,3202,116,24,1
425303,Maharashtra,Jalgaon,2697,4434,68,1906,118,25,2
425304,Maharashtra,Jalgaon,983,1834,20,413,48,6,0
425305,Maharashtra,Jalgaon,2097,3026,140,1963,96,7,1
425306,Maharashtra,Jalgaon,3772,10223,192,3374,309,36,10
425307,Maharashtra,Jalgaon,1211,939,78,839,58,7,0
425308,Maharashtra,Jalgaon,422,529,8,252,15,0,0
425309,Maharashtra,Jalgaon,1451,1822,86,668,93,17,2
425310,Maharashtra,Jalgaon,3855,6616,137,6128,178,11,0
425311,Maharashtra,Jalgaon,1301,1978,65,1327,68,14,0
425318,Maharashtra,Jalgaon,0,1,0,0,0,0,0
425327,Maharashtra,Jalgaon,1,2,1,2,0,0,0
425401,Maharashtra,Jalgaon,7328,15190,315,5945,370,91,3
425402,Maharashtra,Jalgaon,403,1063,14,421,28,3,0
425403,Maharashtra,Dhule,383,901,19,354,29,23,3
425404,Maharashtra,Dhule,747,1485,33,721,53,33,0
425405,Maharashtra,Dhule,12006,11353,352,7202,1451,1125,52
425406,Maharashtra,Dhule,1812,2612,146,2768,158,91,1
425407,Maharashtra,Dhule,1036,2666,57,1279,97,89,0
425408,Maharashtra,Dhule,18744,35116,824,18656,2064,1140,60
425409,Maharashtra,Dhule,45558,116442,2052,23895,8433,3222,369
425410,Maharashtra,Dhule,4254,12018,156,2340,468,189,0
425411,Maharashtra,Nandurbar,1146,2625,31,654,59,19,4
425412,Maharashtra,Dhule,61686,107118,6468,89106,14670,3348,306
425413,Maharashtra,Nandurbar,23104,52656,1588,15272,1496,480,56
425414,Maharashtra,Nandurbar,40948,71124,1428,10972,6904,3540,188
425415,Maharashtra,Nandurbar,12188,19484,144,2208,984,132,20
425416,Maharashtra,Nandurbar,11124,22688,140,4300,796,92,8
425417,Maharashtra,Dhule,3306,5704,180,2634,588,54,6
425418,Maharashtra,Dhule,21780,34236,786,9294,1962,216,0
425419,Maharashtra,Nandurbar,13100,31796,176,5260,984,92,36
425420,Maharashtra,Jalgaon,485,1123,39,509,22,3,0
425421,Maharashtra,Dhule,1429,1451,34,1167,83,73,0
425422,Maharashtra,Nandurbar,2352,4890,64,808,268,116,8
425423,Maharashtra,Nandurbar,1976,6610,140,1608,148,38,12
425424,Maharashtra,Nandurbar,605,1829,32,434,104,32,4
425426,Maharashtra,Nandurbar,6640,8720,168,2528,484,24,0
425427,Maharashtra,Dhule,2418,2931,51,1705,88,75,1
425428,Maharashtra,Dhule,4887,3437,58,1522,444,247,15
425432,Maharashtra,Nandurbar,15460,36640,420,7872,2804,1548,152
425434,Maharashtra,Jalgaon,0,3,0,0,0,0,0
425442,Maharashtra,Nandurbar,1536,4827,25,876,129,42,10
425444,Maharashtra,Nandurbar,5458,10090,212,2408,844,324,16
425452,Maharashtra,Nandurbar,23280,39836,656,7320,2172,664,72
425501,Maharashtra,Jalgaon,651,686,21,424,21,4,0
425502,Maharashtra,Jalgaon,1642,2559,87,991,139,27,2
425503,Maharashtra,Jalgaon,2839,4050,78,1118,164,48,0
425504,Maharashtra,Jalgaon,1935,3179,59,1118,108,23,2
425505,Maharashtra,Jalgaon,559,882,9,127,35,1,1
425506,Maharashtra,Jalgaon,573,960,13,386,40,3,0
425507,Maharashtra,Jalgaon,1183,2017,12,466,71,2,0
425508,Maharashtra,Jalgaon,5609,8369,118,2399,317,65,3
425524,Maharashtra,Jalgaon,550,747,12,187,22,4,0
431001,Maharashtra,Aurangabad,250515,491949,38889,351243,53451,26604,1881
431002,Maharashtra,Aurangabad,19269,32040,1566,21465,1692,747,54
431003,Maharashtra,Aurangabad,6624,10952,608,5020,460,268,20
431004,Maharashtra,Aurangabad,64,144,8,124,12,4,0
431005,Maharashtra,Aurangabad,4312,12152,328,4568,380,184,56
431006,Maharashtra,Aurangabad,2700,3224,280,2568,156,80,12
431007,Maharashtra,Aurangabad,40167,59337,3204,62838,2979,1404,180
431008,Maharashtra,Aurangabad,14046,21360,1072,10900,1212,342,36
431009,Maharashtra,Aurangabad,6052,6976,428,3128,328,112,12
431010,Bihar,Aurangabad,48,108,204,1242,30,36,0
431101,Maharashtra,Aurangabad,9596,15120,700,13212,560,304,0
431102,Maharashtra,Aurangabad,13149,26919,408,9264,528,186,0
431103,Maharashtra,Aurangabad,25868,44632,1340,45332,2472,1012,16
431104,Maharashtra,Aurangabad,7924,19044,264,5724,812,192,0
431105,Maharashtra,Ahmadnagar,19866,36774,1158,39378,1989,864,234
431106,Maharashtra,Aurangabad,5,18,1,42,0,0,0
431107,Maharashtra,Aurangabad,11756,24248,812,23368,816,368,136
431109,Maharashtra,Aurangabad,5120,16812,468,6888,552,300,8
431110,Maharashtra,Aurangabad,4572,9524,324,3924,304,176,0
431111,Maharashtra,Aurangabad,18888,30060,1008,27072,2718,513,0
431112,Maharashtra,Aurangabad,65781,90585,4986,105894,5346,1422,72
431113,Maharashtra,Aurangabad,15024,27174,1014,23982,2754,351,0
431114,Maharashtra,Aurangabad,20670,25179,1514,18754,3288,456,6
431115,Maharashtra,Aurangabad,7192,15632,148,4472,564,100,0
431116,Maharashtra,Aurangabad,9348,20072,548,20444,840,304,0
431117,Maharashtra,Aurangabad,11151,13608,366,6204,834,90,0
431118,Maharashtra,Aurangabad,5352,13928,256,7400,356,136,0
431120,Maharashtra,Aurangabad,6510,17418,212,6024,582,66,6
431121,Maharashtra,Aurangabad,24696,44361,1638,50553,1863,747,243
431122,Maharashtra,Beed,85252,94516,13168,139360,10976,3480,544
431123,Maharashtra,Beed,29132,41896,1088,47724,2164,700,72
